,Purchase_x,Occupation,Marital_Status,Gender_F,Age_0-17,Age_18-25,Age_26-35,Age_36-45,Age_46-50,Age_51-55,Age_55+,City_Category_A,City_Category_B,City_Category_C,Stay_In_Current_City_Years_0,Stay_In_Current_City_Years_1,Stay_In_Current_City_Years_2,Stay_In_Current_City_Years_3,Stay_In_Current_City_Years_4+
441381,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
441435,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
441453,0,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
441479,1,14,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
441614,0,12,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
441643,2,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
441967,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
442055,1,6,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
442218,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
442275,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
442286,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
442301,0,11,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
442317,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
442337,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
442390,0,17,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
442410,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
442459,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
442483,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
442721,0,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
442733,0,16,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
442742,1,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
442857,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
442880,1,14,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
443087,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
443105,0,17,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
443150,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
443358,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
443501,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
443637,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
443736,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
443754,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
443811,0,17,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
443853,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
443877,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
443918,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
443945,1,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
444156,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
444280,1,12,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
444407,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
444420,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
444521,0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
444592,0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
444620,2,15,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
444830,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
444885,1,17,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
445008,0,7,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
445104,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
445168,0,12,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
445237,0,12,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
445266,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
445303,0,20,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
445313,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
445341,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
445370,0,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
445420,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
445503,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
445637,1,12,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
445809,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
445826,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
445853,1,15,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
445961,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
446058,0,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
446073,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
446093,0,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
446117,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
446126,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
446189,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
446363,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
446383,0,17,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
446440,0,17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
446481,1,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
446640,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
446732,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
446745,0,4,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
446771,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
446883,0,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
446895,0,7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
446989,1,11,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
447124,0,20,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
447137,1,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
447285,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
447296,0,17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
447308,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
447383,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
447526,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
447582,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
447852,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
447868,1,16,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
448108,1,17,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
448277,0,14,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
448322,1,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
448429,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
448503,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
448520,1,15,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
448640,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
449020,1,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
449259,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
449297,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
449374,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
449502,0,17,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
449573,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
449799,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
449869,0,14,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
449896,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
449947,0,20,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
449956,0,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
449973,0,12,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
449992,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
450007,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
450185,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
450280,0,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
450292,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
450376,0,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
450406,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
450503,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
450545,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
450999,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
451104,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
451124,0,16,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
451198,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
451300,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
451381,0,12,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
451395,0,8,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
451434,0,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
451449,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
451487,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
451514,0,14,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
451520,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
451528,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
451556,0,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
451617,1,20,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
451805,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
451817,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
451846,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
451880,0,13,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
451910,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
452113,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
452223,1,17,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
452352,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
452369,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
452393,1,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
452618,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
452639,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
452651,1,20,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
452758,0,16,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
452791,0,15,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
452822,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
453125,0,15,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
453135,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
453177,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
453252,2,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
453581,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
453615,0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
453634,1,12,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
453767,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
453864,0,13,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
453912,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
454007,0,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
454072,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
454114,0,20,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
454175,3,17,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
454616,0,14,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
454625,0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
454639,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
454719,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
454730,0,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
454756,0,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
454813,0,13,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
454837,0,15,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
454914,0,17,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
455036,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
455059,0,12,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
455119,0,20,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
455235,1,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
455417,0,12,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
455473,0,6,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
455521,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
455712,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
455720,0,6,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
455793,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
455813,4,16,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
456271,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
456441,0,7,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
456486,0,12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
456593,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
456637,0,7,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
456650,0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
456661,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
456780,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
457160,0,16,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
457182,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
457273,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
457317,0,17,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
457344,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
457415,0,17,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
457459,0,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
457562,0,16,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
457574,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
457632,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
457692,1,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
457825,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
457842,0,13,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
457863,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
457899,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
457915,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
458168,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
458207,0,17,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
458234,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
458624,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
458655,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
458715,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
458940,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
458975,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
459013,0,12,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
459056,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
459112,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
459226,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
459363,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
459496,0,17,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
459603,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
459696,1,6,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
459849,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
459864,0,16,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
459882,2,19,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
460119,1,17,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
460269,0,14,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
460310,0,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
460340,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
460359,1,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
460494,0,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
460565,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
460665,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
460773,3,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
461203,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
461234,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
461310,1,16,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
461464,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
461491,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
461538,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
461586,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
461913,1,9,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
462107,0,6,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
462163,0,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
462172,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
462619,1,13,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
462781,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
463049,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
463126,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
463146,0,6,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
463159,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
463167,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
463231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
463244,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
463343,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
463443,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
463454,0,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
463506,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
463654,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
463671,0,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
463746,0,5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
463772,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
463822,0,17,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
463877,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
464072,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
464108,0,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
464140,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
464191,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
464232,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
464343,0,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
464408,0,17,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
464487,0,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
464558,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
464763,0,17,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
464784,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
464957,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
465011,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
465026,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
465037,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
465053,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
465077,0,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
465128,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
465146,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
465162,0,19,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
465236,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
465253,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
465488,0,16,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
465509,0,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
465521,1,14,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
465692,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
465741,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
465836,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
465847,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
465861,1,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
466034,0,17,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
466052,2,6,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
466312,0,17,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
466351,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
466409,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
466475,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
466552,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
466563,0,4,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
466629,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
466669,0,17,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
466678,1,11,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
466918,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
466983,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
466991,0,9,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
467007,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
467030,0,14,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
467079,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
467221,0,12,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
467239,0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
467306,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
467329,1,7,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
467478,0,20,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
467527,1,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
467695,0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
467835,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
467872,0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
467940,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
467958,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
467979,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
467992,0,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
468095,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
468127,0,7,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
468167,0,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
468202,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
468264,0,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
468406,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
468428,0,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
468457,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
468511,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
468531,0,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
468548,0,13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
468570,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
468774,0,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
468784,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
